Date,Company,Studio,Project,Category1,Category2,Country,Country_code,OS,Counterparty,Amount_USD
2021-04-30,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,MainStore,14828.713660310368
2021-04-30,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,MainStore,77104.34039248253
2021-04-30,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,MainStore,6283.167755303908
2021-04-30,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,MainStore,32546.55437920766
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,SuperStore,49443.47512492566
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,SuperStore,13543.205659580348
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,SuperStore,113444.07815633135
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,SuperStore,336100.7344029345
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,SuperStore,11118.16553843571
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,SuperStore,19548.315530618624
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,SuperStore,101363.37015590986
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,SuperStore,19830.962979080647
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,SuperStore,139475.33839824234
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,SuperStore,16149.156722438936
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,SuperStore,56362.27970290516
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,MainStore,42985.05077065162
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,MainStore,11774.159915004819
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,MainStore,98625.74276704433
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,MainStore,292198.4568410766
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,MainStore,9665.884304018906
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,MainStore,16994.868047629418
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,MainStore,88123.04558745737
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,MainStore,17240.595413912586
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,MainStore,121256.73786387757
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,MainStore,14039.715450083693
2021-05-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,MainStore,49000.10463377979
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,SuperStore,57714.63472070632
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,SuperStore,18893.867798346077
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,SuperStore,123343.20274167653
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,SuperStore,383688.53501028626
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,SuperStore,10456.91306842673
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,SuperStore,28385.985748021594
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,SuperStore,119687.79690891282
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,SuperStore,24178.00294896266
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,SuperStore,158313.11726857483
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,SuperStore,19722.71383789877
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,SuperStore,57239.08408153117
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,MainStore,49625.03758177747
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,MainStore,16245.600515282697
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,MainStore,106054.74852492643
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,MainStore,329908.66288462194
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,MainStore,8991.215252790666
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,MainStore,24407.25158113124
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,MainStore,102911.70425711843
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,MainStore,20789.082540344538
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,MainStore,136123.08961426662
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,MainStore,16958.270985456405
2021-06-30,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,MainStore,49216.14270692802
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,SuperStore,61109.89586307592
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,SuperStore,11537.60379423419
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,SuperStore,129366.12393351672
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,SuperStore,410423.17731351795
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,SuperStore,20422.469463528465
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,SuperStore,23530.351733402644
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,SuperStore,122740.26808664601
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,SuperStore,29499.026895099985
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,SuperStore,165044.84791393366
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,SuperStore,12506.850997513744
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,SuperStore,82837.89556366955
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,MainStore,53630.44776622746
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,MainStore,10125.477206188112
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,MainStore,113532.56382372371
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,MainStore,360190.0880715037
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,MainStore,17922.893933172694
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,MainStore,20650.391916666755
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,MainStore,107717.66902013328
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,MainStore,25888.540615368798
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,MainStore,144844.44737012588
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,MainStore,10976.09494614493
2021-07-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,MainStore,72699.08364834789
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,SuperStore,70829.89064589379
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,SuperStore,14612.535025985493
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,SuperStore,177049.66082321323
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,SuperStore,529522.3159699885
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,SuperStore,23095.90101246399
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,SuperStore,32532.323115605235
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,SuperStore,160481.7508000569
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,SuperStore,29359.45342786537
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,SuperStore,216590.5810298802
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,SuperStore,14299.206435914168
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,SuperStore,114845.11642348317
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,MainStore,60952.115337186035
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,MainStore,12574.70415598013
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,MainStore,152358.71816966837
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,MainStore,455676.3392163688
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,MainStore,19874.999233950504
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,MainStore,27995.4393921393
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,MainStore,138101.33116230767
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,MainStore,25265.050888169568
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,MainStore,186385.35165727712
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,MainStore,12305.071657802997
2021-08-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,MainStore,98829.07792633332
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,SuperStore,81697.90976700762
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,SuperStore,25328.492968550978
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,SuperStore,178838.20608546355
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,SuperStore,569489.8420742204
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,SuperStore,24019.008028539858
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,SuperStore,31993.888491051326
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,SuperStore,170838.71590004163
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,SuperStore,39385.264319226575
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,SuperStore,227369.37286605107
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,SuperStore,29469.84103272048
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,SuperStore,100401.04084816069
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,MainStore,71459.20293905775
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,MainStore,22154.225540677202
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,MainStore,156425.4911583922
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,MainStore,498119.11115684145
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,MainStore,21008.85045897979
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,MainStore,27984.2871991676
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,MainStore,149428.52888360078
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,MainStore,34449.34642541624
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,MainStore,198874.53919075395
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,MainStore,25776.563402230084
2021-09-30,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,MainStore,87818.38328204915
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,SuperStore,73396.07942147266
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,SuperStore,26457.93267576568
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,SuperStore,178927.21100803374
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Germany,DEU,,SuperStore,542888.8257513678
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Brazil,BRA,,SuperStore,28158.530128714567
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Argentina,ARG,,SuperStore,36269.45614755058
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Mexico,MEX,,SuperStore,166576.96948551032
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Austria,AUT,,SuperStore,41116.412557998694
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Israel,ISR,,SuperStore,220176.5821752196
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Russia,RUS,,SuperStore,14934.734780910345
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,France,FRA,,SuperStore,93925.10299212435
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,USA,USA,,MainStore,63409.83482655087
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,Japan,JPN,,MainStore,22858.075718026448
2021-10-31,White,White1,Whiteblack,Revenue,Mobile IAP,China,CHN,,MainStore,154582.4379915794
